symbol,name,sector,industry,annualized_return,volatility,total_return,years,market_cap,outperformed_market,return_vs_market,volatility_vs_market,risk_adjusted_return,market_risk_adjusted,early_boom_candidate,hindsight_trap_score
ADBE,Adobe Inc.,Technology,Software - Infrastructure,0.1915088858453482,0.31940280676026533,12.343218977095463,14.787132101300479,217854984192.0,True,0.03858484997564604,0.14352066874341068,0.5995842296686181,0.8694688249414364,False,1.2939002586284198
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,0.1913638917416598,0.24589739045789025,12.31922880630887,14.787132101300479,229850824704.0,True,0.03843985587195764,0.0700152524410356,0.7782266065748702,0.8694688249414364,False,1.0216548712919629
PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,0.1913298968104371,0.2749527200643876,12.313609957577576,14.787132101300479,19769372672.0,True,0.03840586094073495,0.09907058204753294,0.6958647172707805,0.8694688249414364,False,2.1123202054085257
APH,Amphenol Corporation,Technology,Electronic Components,0.1909633053601285,0.24984298600561664,12.253158183219453,14.787132101300479,81241407488.0,True,0.03803926949042635,0.07396084798876199,0.7643332655167495,0.8694688249414364,False,1.2890092127060455
BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,0.190332373013264,0.2231778578417951,12.149714875742143,14.787132101300479,25609723904.0,True,0.03740833714356184,0.04729571982494046,0.852828209992882,0.8694688249414364,False,1.7619017829938528
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,0.19000028364436128,0.3588512374120419,12.095570673453734,14.787132101300479,19365861376.0,True,0.03707624777465912,0.18296909939518724,0.5294681021991244,0.8694688249414364,True,2.321597341834934
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,0.1894496185240453,0.273952451324267,12.006247523732805,14.787132101300479,29154756608.0,True,0.036525582654343136,0.09807031330741234,0.6915419723687782,0.8694688249414364,False,1.6806852103376082
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,0.1884164591666886,0.26341551619033093,11.840189976910175,14.787132101300479,24521971712.0,True,0.03549242329698643,0.08753337817347628,0.7152823109727076,0.8694688249414364,False,1.7842954669758262
AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,0.18815360880893306,0.2745133874336021,11.798259165361854,14.787132101300479,11485293568.0,True,0.0352295729392309,0.09863124941674745,0.6854077703384965,0.8694688249414364,False,2.734781371231863
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,0.18691936933680875,0.3797375255910424,11.603070601284342,14.787132101300479,26679183360.0,True,0.03399533346710659,0.20385538757418775,0.49223307347852474,0.8694688249414364,True,2.079956931874582
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,0.18630434641004645,0.3898170971450884,11.506847409807287,14.787132101300479,43904872448.0,True,0.03338031054034429,0.21393495912823374,0.47792759161793436,0.8694688249414364,True,1.7075560471373192
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,0.18578079076021026,0.384556700868802,11.425474896807346,14.787132101300479,20566704128.0,True,0.0328567548905081,0.20867456285194735,0.4831037668580179,0.8694688249414364,True,2.3114807478994157
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,0.18242892031823166,0.20841657875818698,10.916101103363884,14.787132101300479,145829806080.0,True,0.0295048844485295,0.03253444074133233,0.8753090632482399,0.8694688249414364,False,0.9690190875509984
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,0.18215721313276179,0.4581461522790528,10.875675510715794,14.787132101300479,16410953728.0,True,0.02923317726305963,0.28226401426219816,0.39759629591260087,0.8694688249414364,False,2.6179856537254933
ACN,Accenture plc,Technology,Information Technology Services,0.1816350126820585,0.24218751238518677,10.798339409458332,14.787132101300479,235483217920.0,True,0.028710976812356348,0.06630537436833212,0.7499767882052373,0.8694688249414364,False,1.0920507556850847
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,0.18042593259004902,0.30835896942837476,10.621077369171921,14.787132101300479,74772512768.0,True,0.027501896720346863,0.1324768314115201,0.5851165377952728,0.8694688249414364,False,1.4227155154402644
ROP,"Roper Technologies, Inc.",Technology,Software - Application,0.18021414015544734,0.22633129518802594,10.590283449731672,14.787132101300479,59776307200.0,True,0.027290104285745187,0.050449157171171294,0.7962404845769715,0.8694688249414364,False,1.302851320185657
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,0.1799012635663393,0.26638165872913944,10.544931416182559,14.787132101300479,21560629248.0,True,0.02697722769663713,0.09049952071228479,0.6753515404349418,0.8694688249414364,False,1.8863580718765147
CNC,Centene Corporation,Healthcare,Healthcare Plans,0.1791189574714125,0.3596291888462659,10.432257746955493,14.787132101300479,32624381952.0,True,0.02619492160171033,0.18374705082941123,0.4980656827273889,0.8694688249414364,False,1.7823133188626992
ADSK,"Autodesk, Inc.",Technology,Software - Application,0.17898950434901262,0.36023036823063337,10.413712090517253,14.787132101300479,63141978112.0,True,0.02606546847931046,0.18434823021377872,0.4968751114131961,0.8694688249414364,False,1.5871346531486132
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,0.17885301945571008,0.21951937070575891,10.394189431684062,14.787132101300479,50093961216.0,True,0.025928983586007925,0.043637232688904265,0.8147482332911864,0.8694688249414364,False,1.2493581078029639
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,0.17885116221568298,0.26656739465061957,10.393923988825158,14.787132101300479,21055696896.0,True,0.025927126345980822,0.09068525663376492,0.670941629789708,0.8694688249414364,False,2.0069654230295715
WRB,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,0.17837415959107394,0.21939005787197832,10.325939778665893,14.787132101300479,23312553984.0,True,0.025450123721371787,0.04350791985512367,0.8130457748234035,0.8694688249414364,False,1.7067817510730956
